booking_id,customer_id,driver_id,booking_time,pickup_location,drop_location,city,vehicle_type,payment_method,distance_km,trip_duration_min,base_fare,surge_multiplier,traffic_level,weather_condition,ride_status,cancelled_by,driver_delay_min,hour,day_of_week,customer_rating,total_completed_rides,total_cancelled_rides,avg_monthly_spend,preferred_vehicle,driver_rating,total_completed_rides_driver,total_cancelled_rides_driver,acceptance_rate,avg_delay_min,vehicle_type_driver,demand_index,avg_eta_min,zone_type,is_peak_hour,time_bucket,is_weekend,estimated_fare,fare_per_km,fare_per_min,long_distance_flag,rush_hour_flag,city_pair,customer_cancellation_rate,driver_cancellation_rate,driver_reliability_score,customer_loyalty_score,ride_outcome_target,customer_cancel_flag,driver_delay_flag
B00018,C0390,D0064,2026-03-24 01:38:00,Baner,Hinjewadi,Pune,Cab,UPI,4.03,7.1,146.42,1.03,Low,Cloudy,Incomplete,Unknown,1.6,1,Tuesday,4.12,274,16,2804,Cab,4.17,330,6,0.86,4.5,Cab,79,3,Commercial,0,Night,0,150.8126,37.42248138957816,21.241211267605635,0,0,Baner -> Hinjewadi,0.05517241379310345,0.017857142857142856,71.39636363636365,161.45655172413794,Incomplete,0,0
B00019,C0341,D0044,2026-02-27 23:22:00,Borivali,Dadar,Mumbai,Auto,UPI,6.07,17.4,114.63,1.45,High,Clear,Completed,Unknown,4.3,23,Friday,4.4,245,12,2682,Auto,3.94,288,40,0.89,5.8,Auto,68,10,Residential,0,Night,0,166.21349999999998,27.382784184513998,9.5525,1,0,Borivali -> Dadar,0.04669260700389105,0.12195121951219512,70.06117647058824,152.26614785992217,Completed,0,0
B00020,C0236,D0128,2026-02-19 13:26:00,Gachibowli,Banjara Hills,Hyderabad,Auto,UPI,2.39,9.4,81.51,1.32,High,Cloudy,Completed,Unknown,4.2,13,Thursday,4.92,257,17,2346,Bike,4.58,506,6,0.96,2.1,Bike,44,9,Residential,0,Late Morning,0,107.59320000000001,45.018075313807536,11.446085106382979,0,0,Gachibowli -> Banjara Hills,0.06204379562043796,0.01171875,81.49161290322581,160.91912408759126,Completed,0,0
B00021,C0002,D0071,2026-02-18 06:42:00,Rohini,Dwarka,Delhi,Bike,Wallet,3.44,7.9,60.64,1.03,Medium,Clear,Cancelled,Customer,0.0,6,Wednesday,4.23,232,22,2794,Auto,4.41,408,55,0.91,0.5,Bike,53,7,Commercial,0,Morning,0,62.4592,18.156744186046513,7.906227848101266,0,0,Rohini -> Dwarka,0.08661417322834646,0.11879049676025918,85.01333333333334,144.90771653543308,Cancelled,1,0
B00022,C0350,D0015,2026-01-28 20:27:00,Gachibowli,Madhapur,Hyderabad,Cab,Card,9.79,18.9,227.06,1.13,Low,Clear,Completed,Unknown,3.0,20,Wednesday,4.09,136,25,1936,Auto,4.07,645,31,1.0,5.0,Auto,70,8,Residential,0,Evening,0,256.57779999999997,26.20815117466803,13.575544973544973,1,0,Gachibowli -> Madhapur,0.15527950310559005,0.04585798816568047,75.89333333333333,104.0144099378882,Completed,0,0
B00023,C0115,D0004,2026-01-15 01:26:00,Viman Nagar,Kharadi,Pune,Auto,UPI,6.51,11.8,118.59,1.22,Low,Rain,Incomplete,Unknown,11.7,1,Thursday,4.48,189,24,2003,Auto,4.3,732,44,0.8,10.2,Bike,85,7,Commercial,0,Night,0,144.6798,22.224239631336406,12.261,1,0,Viman Nagar -> Kharadi,0.11267605633802817,0.05670103092783505,68.1857142857143,129.18647887323945,Incomplete,0,1
B00024,C0130,D0041,2026-01-12 16:04:00,Malad,Andheri,Mumbai,Cab,Card,5.46,12.0,166.44,1.15,Low,Cloudy,Incomplete,Unknown,3.1,16,Monday,4.04,223,96,2083,Auto,4.13,759,55,0.93,0.0,Bike,77,4,Residential,0,Afternoon,0,191.40599999999998,35.05604395604395,15.950499999999998,1,0,Malad -> Andheri,0.30094043887147337,0.06756756756756757,90.24000000000001,135.50119122257055,Incomplete,0,0
B00025,C0390,D0067,2026-02-08 17:47:00,Pitampura,Dwarka,Delhi,Auto,UPI,3.14,8.2,88.26,1.52,Medium,Clear,Completed,Unknown,0.0,17,Sunday,4.12,274,16,2804,Cab,4.39,538,44,0.96,0.0,Cab,85,4,Commercial,1,Evening,1,134.1552,42.72458598726115,16.36039024390244,0,1,Pitampura -> Dwarka,0.05517241379310345,0.07560137457044673,93.52000000000001,161.45655172413794,Completed,0,0
B00026,C0076,D0051,2026-02-08 10:10:00,Kharadi,Hinjewadi,Pune,Bike,UPI,5.88,13.6,75.28,1.09,Low,Cloudy,Completed,Unknown,5.2,10,Sunday,4.24,253,11,2724,Auto,3.93,699,103,0.8,5.1,Bike,55,3,Tourist,0,Morning,1,82.05520000000001,13.95496598639456,6.0334705882352955,1,0,Kharadi -> Hinjewadi,0.041666666666666664,0.128428927680798,66.71868852459016,154.28666666666666,Completed,0,0
B00027,C0119,D0136,2026-03-09 06:57:00,Powai,Bandra,Mumbai,Bike,Wallet,10.38,28.1,102.28,1.06,Medium,Clear,Completed,Unknown,0.0,6,Monday,4.28,202,3,2283,Cab,4.77,724,18,1.0,2.2,Cab,43,3,Residential,0,Morning,0,108.41680000000001,10.444778420038535,3.8582491103202847,1,0,Powai -> Bandra,0.014634146341463415,0.02425876010781671,84.41,134.74731707317076,Completed,0,0
B00028,C0013,D0067,2026-03-03 04:02:00,Madhapur,Secunderabad,Hyderabad,Bike,UPI,1.4,2.6,48.4,1.01,Low,Cloudy,Completed,Unknown,0.0,4,Tuesday,4.13,281,49,2341,Bike,4.39,538,44,0.96,0.0,Cab,80,11,Residential,0,Night,0,48.884,34.917142857142856,18.80153846153846,0,0,Madhapur -> Secunderabad,0.1484848484848485,0.07560137457044673,93.52000000000001,162.47030303030303,Completed,0,0
B00029,C0192,D0074,2026-01-03 08:11:00,Hinjewadi,Kothrud,Pune,Cab,UPI,8.48,18.2,208.72,1.54,Medium,Smog,Completed,Unknown,4.1,8,Saturday,4.27,259,24,2398,Auto,3.96,578,4,1.0,4.3,Auto,45,4,Transit,1,Morning,1,321.4288,37.90433962264151,17.66092307692308,1,1,Hinjewadi -> Kothrud,0.08480565371024736,0.006872852233676976,75.45358490566038,156.06388692579503,Completed,0,0
B00030,C0003,D0010,2026-03-01 02:34:00,Borivali,Dadar,Mumbai,Bike,UPI,12.63,26.3,115.78,1.07,Medium,Clear,Completed,Unknown,0.0,2,Sunday,4.13,136,17,1483,Cab,4.58,226,2,0.89,2.7,Bike,68,10,Residential,0,Night,1,123.8846,9.808756927949327,4.7104410646387835,1,0,Borivali -> Dadar,0.1111111111111111,0.008771929824561403,77.64540540540541,105.21777777777777,Completed,0,0
B00031,C0264,D0073,2026-02-28 23:55:00,Ameerpet,Kukatpally,Hyderabad,Auto,UPI,6.94,26.0,122.46,1.32,High,Clear,Cancelled,Customer,5.3,23,Saturday,4.19,253,22,2494,Auto,4.09,439,3,0.94,0.0,Cab,67,11,Tourist,0,Night,1,161.6472,23.292103746397693,6.2172,1,0,Ameerpet -> Kukatpally,0.08,0.006787330316742082,90.32,153.12,Cancelled,1,0
B00032,C0282,D0060,2026-02-13 16:50:00,Kothrud,Kharadi,Pune,Cab,Cash,2.86,5.6,130.04,1.12,Low,Clear,Completed,Unknown,4.9,16,Friday,3.91,95,20,1591,Cab,3.96,708,82,0.89,1.6,Bike,50,3,Commercial,0,Afternoon,0,145.6448,50.92475524475525,26.008000000000003,0,0,Kothrud -> Kharadi,0.17391304347826086,0.10379746835443038,74.9723076923077,85.80173913043478,Completed,0,0
B00033,C0276,D0040,2026-03-19 12:23:00,Dwarka,Saket,Delhi,Auto,UPI,1.36,2.8,72.24,1.08,Low,Clear,Completed,Unknown,1.7,12,Thursday,3.77,256,161,2104,Cab,4.72,497,65,0.96,0.0,Bike,71,11,Residential,0,Late Morning,0,78.0192,57.367058823529405,27.864,0,0,Dwarka -> Saket,0.38609112709832133,0.11565836298932385,96.16,144.83817745803358,Completed,0,0
B00034,C0124,D0125,2026-01-17 23:24:00,Kothrud,Viman Nagar,Pune,Cab,UPI,5.71,15.9,169.94,1.11,Medium,Clear,Cancelled,Customer,0.0,23,Saturday,4.61,282,40,3014,Bike,5.0,741,63,0.94,1.3,Bike,89,11,Residential,0,Night,1,188.63340000000002,33.03562171628722,11.863735849056605,1,0,Kothrud -> Viman Nagar,0.12422360248447205,0.07835820895522388,86.29565217391304,167.19552795031058,Cancelled,1,0
B00035,C0079,D0112,2026-02-28 06:41:00,Dwarka,Pitampura,Delhi,Auto,UPI,5.75,9.8,111.75,1.12,Low,Cloudy,Completed,Unknown,7.3,6,Saturday,3.8,295,66,3174,Cab,4.16,423,38,0.89,7.3,Auto,86,11,Commercial,0,Morning,1,125.16000000000001,21.766956521739132,12.771428571428572,1,0,Dwarka -> Pitampura,0.18282548476454294,0.0824295010845987,71.28963855421686,164.74349030470916,Completed,0,0
B00036,C0255,D0016,2026-02-11 16:37:00,Andheri,Malad,Mumbai,Bike,UPI,2.02,4.8,52.12,1.32,Medium,Rain,Completed,Unknown,0.0,16,Wednesday,4.1,259,8,2993,Cab,4.39,217,4,0.86,0.0,Cab,58,9,Commercial,0,Afternoon,0,68.7984,34.05861386138614,14.333,0,0,Andheri -> Malad,0.0299625468164794,0.01809954751131222,89.52,155.80074906367042,Completed,0,0
B00037,C0138,D0022,2026-02-17 05:31:00,Viman Nagar,Baner,Pune,Auto,UPI,6.48,18.1,118.32,1.06,Medium,Clear,Completed,Unknown,8.6,5,Tuesday,4.44,197,10,2277,Cab,4.01,684,5,0.86,5.0,Cab,94,7,Commercial,0,Morning,0,125.4192,19.354814814814816,6.929237569060773,1,0,Viman Nagar -> Baner,0.04830917874396135,0.00725689404934688,69.81333333333332,133.35381642512078,Completed,0,0
B00038,C0102,D0105,2026-03-18 19:06:00,Ameerpet,Kukatpally,Hyderabad,Auto,Card,8.02,24.9,132.18,1.77,High,Clear,Completed,Unknown,2.0,19,Wednesday,4.02,186,42,1783,Auto,4.68,486,27,1.0,1.9,Bike,67,11,Tourist,1,Evening,0,233.95860000000002,29.17189526184539,9.395927710843376,1,1,Ameerpet -> Kukatpally,0.18421052631578946,0.05263157894736842,84.33655172413793,122.87578947368422,Completed,0,0
B00039,C0083,D0017,2026-02-26 06:53:00,Secunderabad,Kukatpally,Hyderabad,Cab,Wallet,4.82,10.6,157.48,1.3,Medium,Rain,Completed,Unknown,6.0,6,Thursday,4.24,134,20,1244,Cab,4.3,441,6,0.87,6.3,Cab,71,11,Residential,0,Morning,0,204.724,42.47385892116182,19.313584905660377,0,0,Secunderabad -> Kukatpally,0.12987012987012986,0.013422818791946308,71.93972602739726,104.92259740259742,Completed,0,0
B00040,C0348,D0071,2026-03-15 08:44:00,Hauz Khas,Pitampura,Delhi,Auto,Cash,13.55,30.5,181.95,1.44,Medium,Clear,Completed,Unknown,0.0,8,Sunday,4.28,61,12,1301,Cab,4.41,408,55,0.91,0.5,Bike,51,3,Commercial,1,Morning,1,262.008,19.336383763837635,8.590426229508196,1,1,Hauz Khas -> Pitampura,0.1643835616438356,0.11879049676025918,85.01333333333334,75.35232876712328,Completed,0,0
B00041,C0239,D0027,2026-02-17 18:51:00,Whitefield,Jayanagar,Bengaluru,Cab,Wallet,2.37,7.6,123.18,1.81,High,Clear,Completed,Unknown,4.7,18,Tuesday,4.5,216,10,2356,Auto,4.66,655,48,0.83,3.7,Cab,63,8,Transit,1,Evening,0,222.9558,94.07417721518988,29.336289473684214,0,1,Whitefield -> Jayanagar,0.04424778761061947,0.06827880512091039,74.73531914893617,141.5150442477876,Completed,0,0
B00042,C0391,D0033,2026-03-14 01:35:00,Secunderabad,Kukatpally,Hyderabad,Cab,UPI,6.36,18.1,179.04,1.04,Medium,Clear,Completed,Unknown,0.0,1,Saturday,4.26,280,13,2169,Bike,5.0,777,91,1.0,1.4,Bike,71,11,Residential,0,Night,1,186.20159999999998,29.276981132075466,10.287381215469612,1,0,Secunderabad -> Kukatpally,0.04436860068259386,0.10483870967741936,88.33333333333333,165.1926279863481,Completed,0,0
B00043,C0012,D0093,2026-01-21 03:42:00,Hauz Khas,Rohini,Delhi,Auto,UPI,4.5,8.5,100.5,1.05,Low,Clear,Completed,Unknown,3.8,3,Wednesday,4.37,85,7,1139,Auto,4.15,715,80,0.8,4.8,Cab,71,11,Residential,0,Night,0,105.525,23.450000000000003,12.414705882352942,0,0,Hauz Khas -> Rohini,0.07608695652173914,0.10062893081761007,68.64827586206897,87.43826086956523,Completed,0,0
B00044,C0116,D0023,2026-02-22 09:24:00,Rohini,Lajpat Nagar,Delhi,Auto,Wallet,8.08,32.0,132.72,1.93,High,Rain,Cancelled,Customer,6.9,9,Sunday,4.23,119,25,1679,Bike,4.1,756,16,0.98,5.8,Bike,52,7,Commercial,1,Morning,1,256.14959999999996,31.701683168316826,8.004674999999999,1,1,Rohini -> Lajpat Nagar,0.1736111111111111,0.02072538860103627,74.94117647058823,97.96777777777777,Cancelled,1,0
B00045,C0234,D0032,2026-01-31 20:16:00,HSR Layout,Koramangala,Bengaluru,Auto,UPI,17.01,33.6,213.09,1.05,Low,Clear,Completed,Unknown,0.8,20,Saturday,4.39,264,18,2318,Auto,4.82,202,1,0.86,0.0,Cab,82,8,Commercial,0,Evening,1,223.74450000000002,13.153703703703703,6.6590625,1,0,HSR Layout -> Koramangala,0.06382978723404255,0.0049261083743842365,92.96000000000001,159.44340425531914,Completed,0,0
B00046,C0281,D0029,2026-02-09 15:46:00,Secunderabad,Gachibowli,Hyderabad,Auto,Cash,15.71,31.8,201.39,1.03,Low,Clear,Completed,Unknown,3.9,15,Monday,4.42,280,41,2868,Cab,4.38,211,17,0.8,4.2,Auto,40,10,Commercial,0,Afternoon,0,207.43169999999998,13.203800127307446,6.5230094339622635,1,0,Secunderabad -> Gachibowli,0.1277258566978193,0.07456140350877193,70.88615384615383,164.80548286604363,Completed,0,0
B00047,C0226,D0004,2026-02-23 22:22:00,Malad,Borivali,Mumbai,Cab,Cash,4.67,11.8,155.38,1.05,Medium,Cloudy,Cancelled,Driver,11.7,22,Monday,4.55,294,38,2760,Bike,4.3,732,44,0.8,10.2,Bike,69,7,Residential,0,Night,0,163.149,34.9355460385439,13.826186440677965,0,0,Malad -> Borivali,0.1144578313253012,0.05670103092783505,68.1857142857143,171.710843373494,Cancelled,0,1
B00048,C0152,D0035,2026-01-18 08:53:00,Baner,Kothrud,Pune,Bike,UPI,12.37,36.2,114.22,1.75,High,Clear,Completed,Unknown,10.0,8,Sunday,4.07,148,31,1702,Cab,4.14,245,25,0.92,3.3,Bike,61,7,Residential,1,Morning,1,199.885,16.158852061438967,5.521685082872928,1,1,Baner -> Kothrud,0.17318435754189945,0.09259259259259259,74.57116279069767,108.29631284916202,Completed,0,1
B00049,C0024,D0024,2026-03-22 10:29:00,Ameerpet,Secunderabad,Hyderabad,Bike,Wallet,2.04,4.2,52.24,1.09,Low,Clear,Cancelled,Customer,0.0,10,Sunday,4.16,249,60,3065,Cab,4.83,71,1,1.0,0.0,Auto,47,10,Commercial,0,Morning,1,56.94160000000001,27.912549019607848,13.557523809523811,0,0,Ameerpet -> Secunderabad,0.1941747572815534,0.013888888888888888,98.64,148.99650485436894,Cancelled,1,0
B00050,C0392,D0033,2026-02-26 00:21:00,Bandra,Borivali,Mumbai,Bike,UPI,7.66,15.0,85.96,1.08,Low,Clear,Completed,Unknown,1.6,0,Thursday,4.37,152,40,1599,Bike,5.0,777,91,1.0,1.4,Bike,72,10,Tourist,0,Night,0,92.8368,12.119686684073107,6.18912,1,0,Bandra -> Borivali,0.20833333333333334,0.10483870967741936,88.33333333333333,111.59333333333333,Completed,0,0
B00051,C0109,D0062,2026-02-07 13:26:00,Wakad,Baner,Pune,Bike,UPI,13.44,26.0,120.64,1.14,Low,Cloudy,Completed,Unknown,2.6,13,Saturday,4.64,252,13,2945,Cab,4.04,460,46,0.86,6.8,Auto,91,3,Transit,0,Late Morning,1,137.5296,10.232857142857142,5.289599999999999,1,0,Wakad -> Baner,0.04905660377358491,0.09090909090909091,69.28410256410257,156.93886792452832,Completed,0,0
B00052,C0234,D0125,2026-02-20 00:41:00,Malad,Andheri,Mumbai,Auto,Cash,1.94,6.1,77.46,1.3,High,Cloudy,Completed,Unknown,3.8,0,Friday,4.39,264,18,2318,Auto,5.0,741,63,0.94,1.3,Bike,77,4,Residential,0,Night,0,100.698,51.906185567010304,16.507868852459016,0,0,Malad -> Andheri,0.06382978723404255,0.07835820895522388,86.29565217391304,159.44340425531914,Completed,0,0
B00053,C0193,D0093,2026-02-08 14:45:00,Banjara Hills,Secunderabad,Hyderabad,Cab,UPI,2.5,9.4,125.0,1.31,High,Cloudy,Cancelled,Customer,4.9,14,Sunday,3.87,242,51,2045,Auto,4.15,715,80,0.8,4.8,Cab,74,10,Commercial,0,Afternoon,1,163.75,65.5,17.420212765957444,0,0,Banjara Hills -> Secunderabad,0.17406143344709898,0.10062893081761007,68.64827586206897,144.27877133105804,Cancelled,1,0
B00054,C0191,D0007,2026-01-20 18:55:00,Banjara Hills,Kukatpally,Hyderabad,Cab,Cash,4.07,8.1,146.98,1.53,Low,Clear,Cancelled,Customer,0.0,18,Tuesday,4.33,196,71,2459,Auto,4.47,195,3,0.87,1.5,Bike,65,7,Transit,1,Evening,0,224.87939999999998,55.25292383292382,27.762888888888888,0,1,Banjara Hills -> Kukatpally,0.26591760299625467,0.015151515151515152,78.56,127.72164794007492,Cancelled,1,0
B00055,C0037,D0071,2026-03-09 22:15:00,Noida Sector 18,Janakpuri,Delhi,Cab,UPI,5.93,10.8,173.02,1.3,Low,Rain,Cancelled,Customer,0.3,22,Monday,4.14,248,39,3211,Auto,4.41,408,55,0.91,0.5,Bike,42,8,Commercial,0,Night,0,224.92600000000002,37.9301854974705,20.826481481481483,1,0,Noida Sector 18 -> Janakpuri,0.13588850174216027,0.11879049676025918,85.01333333333334,149.6022299651568,Cancelled,1,0
B00056,C0139,D0114,2026-02-10 01:18:00,Electronic City,HSR Layout,Bengaluru,Cab,Cash,5.93,12.6,173.02,1.11,Low,Clear,Cancelled,Customer,0.4,1,Tuesday,4.14,222,47,2374,Bike,4.45,588,39,0.83,3.5,Cab,49,7,Commercial,0,Night,0,192.05220000000003,32.38654300168635,15.242238095238099,1,0,Electronic City -> HSR Layout,0.17472118959107807,0.06220095693779904,73.24444444444445,138.42557620817846,Cancelled,1,0
B00057,C0002,D0100,2026-03-08 04:53:00,Ameerpet,Secunderabad,Hyderabad,Bike,Cash,1.07,3.0,46.42,1.06,Medium,Clear,Cancelled,Driver,0.0,4,Sunday,4.23,232,22,2794,Auto,4.42,378,48,0.97,0.0,Bike,47,10,Commercial,0,Night,1,49.205200000000005,45.986168224299064,16.401733333333336,0,0,Ameerpet -> Secunderabad,0.08661417322834646,0.11267605633802817,94.16000000000001,144.90771653543308,Cancelled,0,0
B00058,C0129,D0115,2026-02-21 17:36:00,Lajpat Nagar,Dwarka,Delhi,Auto,UPI,2.32,9.4,80.88,1.97,High,Rain,Completed,Unknown,1.7,17,Saturday,4.07,245,5,2971,Cab,4.87,181,18,0.88,0.8,Cab,47,9,Residential,1,Evening,1,159.3336,68.67827586206897,16.950382978723404,0,1,Lajpat Nagar -> Dwarka,0.02,0.09045226130653267,85.27111111111113,150.16,Completed,0,0
